pocket_cards,pair,suited,connected,win_pct1,win_pct2,win_pct3,win_pct4,win_pct5,win_pct6,win_pct7,win_pct8
5c_8d,FALSE,FALSE,FALSE,45.8,28.8,25,16.5,13.5,12.9,10.7,9.4
7h_Jd,FALSE,FALSE,FALSE,50.6,34.5,25.4,21,15.2,14.3,12.3,12.9
6d_7c,FALSE,FALSE,TRUE,48.6,32.6,24.7,19.5,16.6,13.7,11.5,10.8
6d_Kc,FALSE,FALSE,FALSE,55.2,34.7,27.4,22.8,20.4,16.7,13.1,12.4
4c_Jc,FALSE,TRUE,FALSE,51.9,35.7,27.1,23.2,15.5,14,15.1,12.7
Tc_Ah,FALSE,FALSE,FALSE,60.4,47.8,37.6,29.5,26.2,21.3,18.9,17.1
4s_8s,FALSE,TRUE,FALSE,46.9,32,24,20.1,16.1,13,12.2,14.3
Td_Ah,FALSE,FALSE,FALSE,63.7,45.4,33.7,28.8,24.6,19.5,19,18.2
3h_Jc,FALSE,FALSE,FALSE,46.8,28.1,23.6,17.5,13.6,13,9,9
3s_Kd,FALSE,FALSE,FALSE,53,35.8,24.5,19.2,17.2,14.2,12.2,12.8
9h_Ks,FALSE,FALSE,FALSE,58,43.2,29.8,26.3,21.5,19.1,16.1,14.4
6c_Jc,FALSE,TRUE,FALSE,51.8,37.1,27.6,22.4,19.4,17.3,13.7,12.6
2d_5s,FALSE,FALSE,FALSE,41.6,24.8,17.3,12.7,12.5,13.2,9.2,8.3
9h_Tc,FALSE,FALSE,TRUE,54.6,38.5,28.8,26.8,18.7,19.2,15.7,14.3
Jh_As,FALSE,FALSE,FALSE,63,45.9,37.2,30.6,27.6,21.2,21.1,17.6
7d_9d,FALSE,TRUE,FALSE,51.1,34.8,28.9,25.1,20.9,17.1,15.8,14.1
9c_Ks,FALSE,FALSE,FALSE,63.9,42.4,30.3,25.6,19.9,15.3,16.1,14.2
6c_Ad,FALSE,FALSE,FALSE,59.8,41.8,29.4,26.4,20.7,16.8,16,12.2
4d_7s,FALSE,FALSE,FALSE,43.3,29.8,19.7,16.1,12.4,12.1,10.3,6.7
7d_Jd,FALSE,TRUE,FALSE,57.5,38.2,31.6,27.2,19.7,18.3,15.9,14.8
5s_As,FALSE,TRUE,FALSE,60.3,44,35.8,30,23.3,22.6,22.8,19.7
9s_Qc,FALSE,FALSE,FALSE,55.6,40.3,30.7,24,18.8,18.8,15.2,11.6
8d_9h,FALSE,FALSE,TRUE,49.4,35.2,25.4,20.6,19,14.5,14,12.7
Js_Qs,FALSE,TRUE,TRUE,61.5,45.2,37.7,29.2,27.5,26,21.2,19.6
3c_Jc,FALSE,TRUE,FALSE,49.5,32.7,27.6,22.6,17.1,15.7,13.9,14
5c_8s,FALSE,FALSE,FALSE,43.3,30.9,23.4,17.9,14.9,11.1,10.5,8
Kd_As,FALSE,FALSE,TRUE,66,50.3,38.4,33.6,30.3,23.7,22.5,20.1
4s_5h,FALSE,FALSE,TRUE,47,31,22,17.6,11.9,12.7,12,11.4
3c_3s,TRUE,FALSE,FALSE,55.5,35.9,25.7,21.1,14.8,15.7,13.8,14.5
3h_Qs,FALSE,FALSE,FALSE,51.8,32.8,23.4,18.4,13.9,13.9,9.1,8
2h_6s,FALSE,FALSE,FALSE,39.7,24.9,18.1,12,10.6,9.6,7.1,7.1
4c_Td,FALSE,FALSE,FALSE,43.1,28.3,21.9,14.4,13.6,12.7,10.4,9.8
5d_8s,FALSE,FALSE,FALSE,46.2,31.2,23.9,18.4,13.4,9.8,10.3,9.2
7d_Ad,FALSE,TRUE,FALSE,62.9,47.3,33.2,28.5,26.5,21.4,20.7,18.5
3h_Th,FALSE,TRUE,FALSE,48.8,34,23.8,19.5,18,15.8,12.6,12.9
Ts_As,FALSE,TRUE,FALSE,64.9,51.3,38.9,33.6,27.9,27.4,23.8,22.5
6d_As,FALSE,FALSE,FALSE,63.6,40.2,30.2,26.6,20.6,16.9,14.6,14.4
2c_6c,FALSE,TRUE,FALSE,44.5,26.3,21.2,15.9,16.2,11.7,12.2,10.4
6h_Kd,FALSE,FALSE,FALSE,56.8,37.6,27.6,23.8,19.1,14.9,12.8,12.2
8d_Kh,FALSE,FALSE,FALSE,58.7,41.7,27.8,25.1,18.4,17.5,15,12.9
Th_Js,FALSE,FALSE,TRUE,58.2,39,34.2,26.4,22.6,20.5,17.7,16.9
9h_Jd,FALSE,FALSE,FALSE,56.3,39.1,30.8,25,19.6,16.1,14.8,11.8
4d_8s,FALSE,FALSE,FALSE,45.3,26.5,20.3,16.3,11.8,10.3,8.2,7.8
8d_Ks,FALSE,FALSE,FALSE,55.4,38.8,28.3,23.1,22.2,16.4,14.2,13.4
Td_Ac,FALSE,FALSE,FALSE,64.3,47.4,36.9,29.7,27.6,21.9,19.5,16.5
8h_Th,FALSE,TRUE,FALSE,54.3,38.9,31.7,26.6,24.5,22.4,17.8,15.6
8h_Qc,FALSE,FALSE,FALSE,53.6,37.8,30,21.9,17.4,17,12.7,13.7
2c_Qd,FALSE,FALSE,FALSE,49.8,31.5,20.6,17.5,15,13.6,10,10.6
2s_Qh,FALSE,FALSE,FALSE,50.7,31.6,25.2,17.3,16,13.9,11.3,9.7
Qc_Ac,FALSE,TRUE,FALSE,66.2,51.4,40.4,35.3,30.4,27.4,23.7,22.6
8c_Js,FALSE,FALSE,FALSE,53.9,35.2,30.4,22.9,19.8,16.2,12.8,11.6
6c_Ks,FALSE,FALSE,FALSE,57.2,36.9,26.9,23.6,19.2,16.9,13.5,13.1
6h_7s,FALSE,FALSE,TRUE,44.3,29.8,24.7,18.6,15.3,14.2,13.7,11.7
3d_Ts,FALSE,FALSE,FALSE,44.4,27.1,21.9,19.1,12,11.4,9.7,7.7
3s_7h,FALSE,FALSE,FALSE,41.4,26.2,16.5,12.1,12.7,10.4,7.6,8.5
9c_9s,TRUE,FALSE,FALSE,74.6,54.4,41,32.1,29.1,25.1,19.6,18.2
Js_Ah,FALSE,FALSE,FALSE,64.1,47.3,37.6,31.4,24.7,22.5,16.5,17.2
5d_Ah,FALSE,FALSE,FALSE,59.8,40,31.3,24.9,22.2,15.7,15.5,16.3
3c_Td,FALSE,FALSE,FALSE,45,30.2,20.1,17.1,14.4,11.8,10.2,9.3
8c_8s,TRUE,FALSE,FALSE,70.6,51,39.3,32.8,23.8,22.2,17.7,15.2
3h_7h,FALSE,TRUE,FALSE,46.4,28.4,22.6,16.5,13.4,14.3,13.5,11.6
2s_7s,FALSE,TRUE,FALSE,42.2,28.9,21.5,19.1,15.4,15.1,10.7,10
3h_6s,FALSE,FALSE,FALSE,42.8,25.8,15.4,14.4,11.4,10.7,10,9.2
2s_9c,FALSE,FALSE,FALSE,42,28.2,17.6,14.9,12,8.4,9,7.1
5s_8s,FALSE,TRUE,FALSE,49.9,32.7,25.9,22.4,16.5,16.5,15.2,12.5
6h_Kc,FALSE,FALSE,FALSE,56.6,38.2,29.3,22.8,19.7,14.7,14.2,12.5
8h_Ah,FALSE,TRUE,FALSE,63.9,48.1,38.8,29.1,25.5,19,20.2,18
3s_Jh,FALSE,FALSE,FALSE,50.8,31.2,21.3,17.7,15.5,15.2,10.8,8.1
4h_Ac,FALSE,FALSE,FALSE,61.5,42,32.2,28,19.1,18.7,16.5,14.1
7c_Qs,FALSE,FALSE,FALSE,53.3,36.6,25.7,21.7,17.2,14.2,14.9,12.2
5c_Qc,FALSE,TRUE,FALSE,56.7,34.3,26.5,23.5,21.2,17.5,16.5,16.4
3h_5d,FALSE,FALSE,FALSE,40.8,27.3,17.9,15.5,12.1,11.6,9.8,11.6
6s_Ah,FALSE,FALSE,FALSE,61.9,41.3,29.2,23.7,20.5,17,16.7,14.7
6h_Th,FALSE,TRUE,FALSE,51.2,36.9,25.7,21.5,20.4,16.9,15.6,13.9
5d_Td,FALSE,TRUE,FALSE,48.5,34.3,27.3,19.8,15.9,13.9,17.3,14.2
6s_9h,FALSE,FALSE,FALSE,46.6,32.8,26.2,19.7,17.1,13.7,11.4,9.8
3h_8h,FALSE,TRUE,FALSE,43.7,27.2,23.9,19.4,13.7,16.1,12.8,10.7
2c_2d,TRUE,FALSE,FALSE,50.8,31.9,24.9,19.2,16,14.5,14.1,13.4
8d_9s,FALSE,FALSE,TRUE,51.5,35.2,28.9,22.3,18.2,14.8,13.7,13.9
7d_8s,FALSE,FALSE,TRUE,52.7,31.3,26,18.7,17.4,15,14.3,9.9
5c_Kh,FALSE,FALSE,FALSE,55,37.8,26.1,23,19.3,15.4,12.9,12.8
Jc_Ah,FALSE,FALSE,FALSE,65.4,47.9,39.9,27.8,28,21.3,20.9,18.2
5c_6h,FALSE,FALSE,TRUE,46.3,28.4,19.7,17.2,16.8,13.9,11,9.1
6h_Ah,FALSE,TRUE,FALSE,63.9,45.2,34,27.5,26.2,22.8,19.6,15.7
Tc_Qc,FALSE,TRUE,FALSE,60.2,45.3,39.8,30,26.8,23.7,20.9,21.1
4c_9h,FALSE,FALSE,FALSE,44.3,28.5,18.6,16.9,13.2,11.5,10.1,9
4d_Qh,FALSE,FALSE,FALSE,52.4,34.3,23.3,20,16.4,14.4,12.1,11.9
6d_7d,FALSE,TRUE,TRUE,47.4,35.3,27.6,21.7,21,17.4,17,15.3
8h_Jd,FALSE,FALSE,FALSE,53.8,36,28.5,19.8,19.6,15.1,14.6,11.1
9h_As,FALSE,FALSE,FALSE,64.2,43.7,34.2,28.5,21.8,19.7,16.9,13.8
8s_Js,FALSE,TRUE,FALSE,54.9,40.7,32.6,24.2,22.9,20.6,21,17.3
3c_Jd,FALSE,FALSE,FALSE,49.3,29.3,25.2,16.8,14.1,11.9,9.5,10
4c_Kd,FALSE,FALSE,FALSE,52.2,34.9,26.6,20.6,18.7,15.5,12.4,12
Jh_Kc,FALSE,FALSE,FALSE,61.1,42.9,36.8,27.8,25.8,20.9,18.4,16.7
7d_Ts,FALSE,FALSE,FALSE,52.8,30.8,27.2,20.3,18.7,14.7,14,11.7
3s_5h,FALSE,FALSE,FALSE,41.9,27.8,17.7,14.3,13.3,10.8,11.7,9.3
2h_9d,FALSE,FALSE,FALSE,41.9,27.8,18.5,13,12.5,9.8,8.1,7.2
2c_Ks,FALSE,FALSE,FALSE,56.8,31.4,25.7,18.6,15.3,16.4,12.1,10.5
4d_Jd,FALSE,TRUE,FALSE,51,34.9,27,20.8,17.3,16.7,13.8,11.5
5h_6c,FALSE,FALSE,TRUE,41.3,33,24.5,18.4,14.3,13.2,12.6,11.5
2d_Kc,FALSE,FALSE,FALSE,49.3,32.9,21.9,20.9,16.1,13.6,13.6,10.9
3d_Td,FALSE,TRUE,FALSE,48.5,31.8,24.7,21.5,17.8,13.5,13.9,12.2
5c_7c,FALSE,TRUE,FALSE,46.5,34,25.9,21.1,18.8,17.1,15.4,13.6
4h_Ks,FALSE,FALSE,FALSE,55,37.2,27.4,21.3,17,15,13,11.7
2d_Kd,FALSE,TRUE,FALSE,55.2,38.3,28.3,23.1,22.3,20.1,16.8,14.9
7h_Qs,FALSE,FALSE,FALSE,55.6,36.4,25.4,21.2,17.8,14.9,13.1,10.4
8d_Ac,FALSE,FALSE,FALSE,61.7,44.9,33.7,25.9,22.8,21.3,16.4,13.5
5s_Ad,FALSE,FALSE,FALSE,58.4,42.3,31.9,26.5,20.4,21,16.1,12.6
8c_As,FALSE,FALSE,FALSE,60.2,38.8,35.1,25.8,18.7,19.3,15.7,13.9
5c_As,FALSE,FALSE,FALSE,61.5,38.8,33,25,19.3,17.6,17.9,14.9
2h_Td,FALSE,FALSE,FALSE,41.5,28.5,20.1,15.7,13.8,11.8,9.1,8.3
2c_4s,FALSE,FALSE,FALSE,36.4,24.6,16.1,12.6,13,9.3,7.9,7.8
6c_Jh,FALSE,FALSE,FALSE,49.5,34.4,22.3,19.8,16.9,13.7,11.2,9.4
9s_Td,FALSE,FALSE,TRUE,55,38.6,30.4,22.8,20.5,18.9,15.2,13.4
5h_Jh,FALSE,TRUE,FALSE,52.4,36.7,25.7,20.4,20.3,17.4,13.7,12.2
2d_9h,FALSE,FALSE,FALSE,39.4,25.9,19,17.1,13.3,10.8,9.1,7.3
5s_Jd,FALSE,FALSE,FALSE,51.6,30.3,23.3,20.7,14.9,12.7,10.8,9.9
4s_Ts,FALSE,TRUE,FALSE,50.5,34.9,22.8,21.7,16.1,15.7,15.4,13.2
2c_3s,FALSE,FALSE,TRUE,37.3,25.6,16.4,15.1,11.8,11.5,7.9,6.9
6s_Kh,FALSE,FALSE,FALSE,59.7,37.8,28.2,21.8,17.7,16.3,15.4,11.9
4s_Qd,FALSE,FALSE,FALSE,51.4,33.7,25.5,18.5,15.3,13.8,11.3,10.8
6s_Kd,FALSE,FALSE,FALSE,55.8,39.3,27.1,21.6,18.5,17,14.4,12.5
6c_8c,FALSE,TRUE,FALSE,50.4,31.1,25.8,25.8,18.8,17.6,17.8,15.5
6d_9h,FALSE,FALSE,FALSE,47.1,31.5,22.1,20,14.5,13.9,13.8,11.3
Ac_Ad,TRUE,FALSE,FALSE,86,73.5,64.3,58.3,49.3,44.3,36.5,34
5d_Ks,FALSE,FALSE,FALSE,56.5,39.4,30.4,20.6,17.2,17.2,14,13
Td_Jc,FALSE,FALSE,TRUE,54.9,40.6,31.4,27.1,21,20.6,18.4,15.4
3c_8s,FALSE,FALSE,FALSE,42,27.4,17.4,12.7,10.3,10.4,8,6
2h_Kd,FALSE,FALSE,FALSE,53.8,35,25.5,19.1,15.8,13.7,11.7,11.3
2s_Jd,FALSE,FALSE,FALSE,47,29.1,22.5,15.4,13.9,10.4,11.1,8.2
4d_9c,FALSE,FALSE,FALSE,47.5,27.5,20.4,15.6,12,12.8,10.8,8.9
2d_Kh,FALSE,FALSE,FALSE,54.9,33.8,23.6,20.5,17.1,13.8,12,10.7
5h_6d,FALSE,FALSE,TRUE,45.5,28.6,22.6,18.5,15.3,14.1,10.8,11.9
2c_5s,FALSE,FALSE,FALSE,39.6,26.9,18.3,15.5,9.8,10.6,7.5,7.8
5s_6c,FALSE,FALSE,TRUE,44.3,27,23,16,15.2,12.7,13.4,9.8
5c_7h,FALSE,FALSE,FALSE,46.8,31.5,23.6,16.2,16.2,13.3,9.7,8.4
9c_Th,FALSE,FALSE,TRUE,53.8,38.4,25.4,25.2,21.9,16.9,15.6,14.7
8h_Tc,FALSE,FALSE,FALSE,54.6,36.5,29.8,22.5,19,15.9,14.7,12.9
9d_Ts,FALSE,FALSE,TRUE,54.4,37,30.2,27.2,21.1,16.4,19.1,15.3
3s_Qc,FALSE,FALSE,FALSE,53.4,32.8,26.8,19.6,15.9,12.7,12,11.4
3s_9h,FALSE,FALSE,FALSE,46.5,27.6,19.2,14.6,13.6,10,7,6.1
Th_Qh,FALSE,TRUE,FALSE,60.9,43.7,38.7,31.5,27.3,24.8,19.7,18.9
6s_Ts,FALSE,TRUE,FALSE,49.8,35.9,29.3,22.5,18.9,18.2,14.8,11.9
6d_7s,FALSE,FALSE,TRUE,47.2,29.7,25.1,21.3,17.1,15.4,12.3,11.3
Ks_As,FALSE,TRUE,TRUE,68.8,51,42.3,35.5,29.5,28.9,26.5,22.5
Th_Qs,FALSE,FALSE,FALSE,59.1,42.8,33,25.7,23.9,22.8,17.3,17
2h_5h,FALSE,TRUE,FALSE,44.9,30.2,23.5,18,15.7,16,12.1,12
2c_Kc,FALSE,TRUE,FALSE,51.6,38.5,32.2,25.2,21.3,16.4,17,15.7
3s_Qd,FALSE,FALSE,FALSE,48.3,31.6,25.1,19.3,14.5,16.1,11.7,8.2
2c_Tc,FALSE,TRUE,FALSE,49.9,34.4,24.8,20.5,15.5,14.5,12.2,12.1
Ts_Jc,FALSE,FALSE,TRUE,53.7,41.4,31.6,27.2,22.3,19.5,18.2,15.1
4c_8c,FALSE,TRUE,FALSE,51.2,32.1,20.9,15.2,18.8,13.9,13.5,12.7
5c_9d,FALSE,FALSE,FALSE,44.2,31.5,21.7,18,13,11,9.3,8.4
5d_Js,FALSE,FALSE,FALSE,51,33.9,22.5,18.4,14.6,12.9,10.3,10.5
5d_As,FALSE,FALSE,FALSE,60.3,40.7,29.6,24.3,22.6,18.9,16.4,16.2
4c_4s,TRUE,FALSE,FALSE,58,37.9,28.8,21.1,18.4,19.3,14.3,13.8
9c_Js,FALSE,FALSE,FALSE,56.4,39.1,29.1,25.2,20.3,17.9,17.3,14.5
Jh_Ks,FALSE,FALSE,FALSE,64.2,47.1,36,28.4,26.4,23.8,17.7,17.5
3d_Kc,FALSE,FALSE,FALSE,55.7,36.8,25.9,18.5,17.3,16.7,14.3,12.1
3h_7c,FALSE,FALSE,FALSE,41,24.3,17.5,16.7,11.5,8.6,7.6,8.5
2s_3c,FALSE,FALSE,TRUE,39.3,22.5,16.2,12.8,9.5,9.5,8,8.7
3h_8c,FALSE,FALSE,FALSE,40.3,26.6,19.1,12.1,11.4,10,7.7,7
2s_Jc,FALSE,FALSE,FALSE,45.4,29,21.5,17.8,14.3,11.5,10.3,9.7
Qd_Kc,FALSE,FALSE,TRUE,62.2,46.5,35.9,32.5,25.6,23.5,21.1,19.2
4c_Ac,FALSE,TRUE,FALSE,65.2,44.3,33.2,27.1,23.8,21.3,22.1,20.2
2d_7s,FALSE,FALSE,FALSE,42.4,23.3,14,12.5,11.6,7.9,8,8.5
5d_8d,FALSE,TRUE,FALSE,47.3,33.8,24.2,19,17.8,14.8,13.8,14.8
2d_3c,FALSE,FALSE,TRUE,39.7,24.8,16.8,13.5,10.6,10,8.6,7.6
6c_Kh,FALSE,FALSE,FALSE,57.1,34.6,29.4,21.3,17.9,15,14.7,12.9
4d_9d,FALSE,TRUE,FALSE,47,30.6,24.3,18.4,17,13.1,13.2,10.6
7d_Kh,FALSE,FALSE,FALSE,58.8,36.4,27.4,23.1,19,17.5,14.1,14.6
2s_7h,FALSE,FALSE,FALSE,39.9,25.5,16.7,12.5,9.7,8.5,8.1,8.1
3s_Ah,FALSE,FALSE,FALSE,55,38.9,27,22.2,17.8,17.5,16.8,14.5
2s_Ac,FALSE,FALSE,TRUE,56.1,40.3,28.6,23.2,20.2,18.3,14.1,15.3
2c_6s,FALSE,FALSE,FALSE,39.4,25.3,18.2,15.6,12.2,9.2,9.5,6.8
7s_9d,FALSE,FALSE,FALSE,51.6,30.7,24.1,21.4,16.5,16.5,12.5,14.2
Qd_Ah,FALSE,FALSE,FALSE,66.2,43.1,35.7,28,26.3,23.2,22,19.2
7h_8s,FALSE,FALSE,TRUE,47.8,33.5,27,20,20.1,13.8,14.8,10.6
3d_6h,FALSE,FALSE,FALSE,39.6,28.6,19.2,15.3,13.1,10.1,9.2,8.8
2c_8d,FALSE,FALSE,FALSE,43,24.1,18,14.2,9.6,9.9,9.4,8.4
7d_9c,FALSE,FALSE,FALSE,49.4,31.7,22.6,21.8,16.8,14.4,13.6,9.7
Ts_Qc,FALSE,FALSE,FALSE,57.2,40.2,30.6,28,22.7,19.1,18,14.7
Kd_Ah,FALSE,FALSE,TRUE,65.7,49.1,40.4,33.2,30,28.8,23.7,20.4
7d_Td,FALSE,TRUE,FALSE,56.7,34.1,30,23.2,21.7,20.4,16.3,14.8
7c_9s,FALSE,FALSE,FALSE,49,32.8,26.9,19.2,18,13.8,12.8,11.9
9s_Th,FALSE,FALSE,TRUE,53.3,38.2,32.3,25.5,20.1,16.5,14.8,13
3s_6h,FALSE,FALSE,FALSE,43.1,25.2,20.5,15.5,14,11.6,8.5,8.4
3c_6s,FALSE,FALSE,FALSE,41.2,24,17.7,16.2,11.9,11.3,12.5,9.2
3d_7d,FALSE,TRUE,FALSE,43.8,28.5,23,17.3,13.8,13,12.7,12.8
3s_8s,FALSE,TRUE,FALSE,45.4,29.7,22,19.7,13.3,14.1,9.1,11.9
Kc_Ks,TRUE,FALSE,FALSE,83.4,71.3,57.3,50.4,43.2,35.1,32.4,27.4
3h_Ad,FALSE,FALSE,FALSE,57.9,40.7,29.1,24.9,19.4,21,14.2,12.6
3c_Ad,FALSE,FALSE,FALSE,59.3,40.2,27.6,21.2,21.9,17.3,16,13.4
2c_7h,FALSE,FALSE,FALSE,37.5,24.9,16.8,13.4,12.3,8,8.1,7.8
4s_Ad,FALSE,FALSE,FALSE,60.9,40,29.4,23.8,23,17.4,17.2,14
7c_8s,FALSE,FALSE,TRUE,48.4,34.6,21.1,21.9,18.2,15.6,12.2,10.9
5h_Kh,FALSE,TRUE,FALSE,59.9,39.9,31.8,25.7,20.5,17.1,18.8,15.9
2s_5h,FALSE,FALSE,FALSE,38.4,26.7,19.8,13.9,11.5,10.5,8.2,8.6
4c_9s,FALSE,FALSE,FALSE,43.2,31.6,18.1,16.3,14.2,9.4,9.2,6.8
8s_Tc,FALSE,FALSE,FALSE,53.4,33.8,27.9,24.8,18.2,15.8,13.5,12
2h_6c,FALSE,FALSE,FALSE,41.3,24.5,16.7,13.1,10.5,8.7,9,6.8
2h_Qh,FALSE,TRUE,FALSE,56,37.5,25.4,22.3,17.3,16.1,16.2,12.8
8h_9d,FALSE,FALSE,TRUE,48.8,34.7,25.9,21.8,18.7,17.8,13.1,13.1
4h_4s,TRUE,FALSE,FALSE,57.4,36.1,26.6,22.3,17.8,16.8,14.4,13.8
3c_Ks,FALSE,FALSE,FALSE,52.7,36.3,25.9,19.3,17.7,15.3,10.9,11.9
3h_6c,FALSE,FALSE,FALSE,39.6,25.3,20,15.8,12.3,9.7,10.2,9.5
6h_Jd,FALSE,FALSE,FALSE,51,33.3,25.7,17.5,14.9,13.8,11.6,10.5
3d_7s,FALSE,FALSE,FALSE,42.6,28,18.7,13.1,11.2,9.3,9.6,7.4
Td_Kc,FALSE,FALSE,FALSE,58.8,46.5,33.1,26.3,24.8,20.9,19.9,17.7
4s_Jc,FALSE,FALSE,FALSE,48.4,30,24.1,18.8,15.2,12.9,10.1,8.9
Qh_Ac,FALSE,FALSE,FALSE,68.8,49,37.7,31,26.6,22,19.7,20
5c_Td,FALSE,FALSE,FALSE,48,30.2,20.5,16.6,15.9,10.9,11.3,9.6
2s_Qc,FALSE,FALSE,FALSE,49.2,30.1,21.7,19.4,13.5,12.4,9,8.1
3s_5c,FALSE,FALSE,FALSE,43.6,25.8,19.8,17.2,13.1,10.7,11.4,9.3
7c_As,FALSE,FALSE,FALSE,59,43.6,31,27.4,21.5,19.3,15.8,12.6
9c_Jh,FALSE,FALSE,FALSE,56.1,39.2,29.5,24,20,19,15.9,13.6
Ts_Qh,FALSE,FALSE,FALSE,61.1,40.1,34.2,29.8,23.2,22,18,14.1
5h_8h,FALSE,TRUE,FALSE,51.1,35.1,26.3,21,19.8,16.1,16.4,13.5
7s_Ah,FALSE,FALSE,FALSE,59,41.9,33,26.6,21.1,17.6,17,15
4c_7h,FALSE,FALSE,FALSE,45.6,26.9,20.1,16,13.7,12.1,12.3,10.3
3h_Kd,FALSE,FALSE,FALSE,52.8,36.5,27.1,21.8,16.9,12.6,12.5,9.9
